draw_date,draw_number,n1,n2,n3,n4,n5,mega
2021-07-24,3580,1,5,19,27,40,8
2021-07-28,3581,20,24,32,35,39,25
2021-07-31,3582,16,18,30,32,38,5
2021-08-04,3583,4,14,18,36,43,14
2021-08-07,3584,2,9,12,20,39,5
2021-08-11,3585,8,12,21,40,47,11
2021-08-14,3586,2,13,17,19,21,12
2021-08-18,3587,9,22,38,39,45,2
2021-08-21,3588,12,22,36,44,47,20
2021-08-25,3589,2,6,21,39,47,3
2021-08-28,3590,6,17,29,30,45,5
2021-09-01,3591,7,10,15,43,45,7
2021-09-04,3592,9,11,23,30,43,5
2021-09-08,3593,4,5,7,25,38,2
2021-09-11,3594,33,38,39,44,47,27
2021-09-15,3595,1,5,7,28,45,8
2021-09-18,3596,3,5,20,36,45,25
2021-09-22,3597,4,6,26,39,41,12
2021-09-25,3598,2,15,30,32,35,23
2021-09-29,3599,12,13,16,17,22,6
2021-10-02,3600,6,22,32,34,46,3
2021-10-06,3601,2,30,37,38,43,1
2021-10-09,3602,13,21,22,32,43,1
2021-10-13,3603,1,14,21,37,40,23
2021-10-16,3604,1,35,36,43,44,3
2021-10-20,3605,2,12,30,38,46,19
2021-10-23,3606,5,20,31,33,45,21
2021-10-27,3607,2,25,26,27,32,4
2021-10-30,3608,6,14,15,17,37,3
2021-11-03,3609,14,15,37,40,47,4
2021-11-06,3610,11,17,20,27,34,9
2021-11-10,3611,7,15,17,45,46,7
2021-11-13,3612,10,15,25,36,42,15
2021-11-17,3613,11,13,42,43,44,16
2021-11-20,3614,2,27,28,35,45,3
2021-11-24,3615,12,14,17,20,21,9
2021-11-27,3616,1,11,27,31,36,22
2021-12-01,3617,5,6,10,34,44,27
2021-12-04,3618,7,11,14,19,46,26
2021-12-08,3619,4,6,23,41,46,4
2021-12-11,3620,6,7,10,20,25,26
2021-12-15,3621,5,8,9,19,39,9
2021-12-18,3622,26,33,35,37,42,18
2021-12-22,3623,11,16,20,21,26,5
2021-12-25,3624,5,8,9,29,43,27
2021-12-29,3625,1,29,30,43,47,3
2022-01-01,3626,1,5,22,29,42,2
2022-01-05,3627,2,9,17,20,25,7
2022-01-08,3628,2,13,25,41,42,27
2022-01-12,3629,10,33,35,39,47,22
2022-01-15,3630,1,26,34,42,45,10
2022-01-19,3631,8,25,27,46,47,24
2022-01-22,3632,25,36,43,44,46,2
2022-01-26,3633,6,7,17,31,44,12
2022-01-29,3634,9,10,22,25,34,27
2022-02-02,3635,18,21,31,45,47,1
2022-02-05,3636,7,10,15,28,34,26
2022-02-09,3637,20,35,37,39,44,2
2022-02-12,3638,2,10,23,42,44,10
2022-02-16,3639,1,8,36,38,40,10
2022-02-19,3640,3,12,24,30,36,6
2022-02-23,3641,5,10,15,31,32,25
2022-02-26,3642,2,4,6,30,41,26
2022-03-02,3643,6,14,16,19,38,8
2022-03-05,3644,5,7,13,36,44,16
2022-03-09,3645,19,34,36,41,42,3
2022-03-12,3646,11,14,17,19,43,13
2022-03-16,3647,21,28,33,45,46,5
2022-03-19,3648,13,17,30,33,37,17
2022-03-23,3649,24,25,32,38,41,23
2022-03-26,3650,4,6,14,28,35,4
2022-03-30,3651,5,10,16,26,43,24
2022-04-02,3652,3,5,13,17,41,11
2022-04-06,3653,20,24,40,42,44,17
2022-04-09,3654,2,7,10,33,37,11
2022-04-13,3655,8,10,14,17,40,19
2022-04-16,3656,12,13,14,25,35,13
2022-04-20,3657,2,29,36,40,47,11
2022-04-23,3658,13,19,21,22,39,9
2022-04-27,3659,3,11,13,23,34,23
2022-04-30,3660,3,15,21,35,46,18
2022-05-04,3661,5,9,20,27,42,17
2022-05-07,3662,13,20,21,29,46,8
2022-05-11,3663,8,34,37,44,45,3
2022-05-14,3664,6,25,30,34,36,3
2022-05-18,3665,2,10,26,38,45,9
2022-05-21,3666,8,13,21,39,47,9
2022-05-25,3667,9,38,42,43,47,17
2022-05-28,3668,3,9,12,15,42,17
2022-06-01,3669,25,26,39,42,43,23
2022-06-04,3670,9,13,21,27,45,5
2022-06-08,3671,1,32,34,41,42,22
2022-06-11,3672,4,11,13,25,26,2
2022-06-15,3673,8,13,24,25,33,9
2022-06-18,3674,2,10,11,18,39,15
2022-06-22,3675,24,33,35,38,42,4
2022-06-25,3676,3,27,39,43,44,1
2022-06-29,3677,12,19,25,38,46,15
2022-07-02,3678,4,11,15,25,42,18
2022-07-06,3679,10,13,34,38,41,21
2022-07-09,3680,2,17,19,23,39,5
2022-07-13,3681,12,19,20,36,42,3
2022-07-16,3682,2,14,26,35,43,27
2022-07-20,3683,7,16,30,40,44,16
2022-07-23,3684,2,10,24,41,47,10
2022-07-27,3685,2,8,11,13,21,21
2022-07-30,3686,2,11,28,29,33,3
2022-08-03,3687,1,10,24,25,43,5
2022-08-06,3688,19,26,28,35,39,6
2022-08-10,3689,3,11,21,23,45,14
2022-08-13,3690,1,12,25,42,45,9
2022-08-17,3691,2,9,25,38,41,18
2022-08-20,3692,1,7,18,22,38,4
2022-08-24,3693,7,10,15,40,44,5
2022-08-27,3694,16,17,25,43,45,9
2022-08-31,3695,2,16,19,24,42,24
2022-09-03,3696,20,24,25,30,35,8
2022-09-07,3697,24,25,28,39,44,26
2022-09-10,3698,2,13,25,34,43,16
2022-09-14,3699,1,7,8,28,42,13
2022-09-17,3700,8,9,13,46,47,1
2022-09-21,3701,6,14,16,36,46,9
2022-09-24,3702,6,12,21,23,36,7
2022-09-28,3703,13,16,28,33,45,9
2022-10-01,3704,3,22,23,31,44,8
2022-10-05,3705,2,8,9,28,43,14
2022-10-08,3706,9,11,17,33,36,7
2022-10-12,3707,5,22,30,34,43,26
2022-10-15,3708,5,10,16,34,35,11
2022-10-19,3709,8,12,14,26,37,9
2022-10-22,3710,5,8,12,14,16,22
2022-10-26,3711,5,8,31,46,47,15
2022-10-29,3712,6,12,19,24,28,1
2022-11-02,3713,7,9,14,39,43,1
2022-11-05,3714,3,15,21,38,42,24
2022-11-09,3715,3,6,8,40,44,19
2022-11-12,3716,2,5,17,40,46,1
2022-11-16,3717,12,16,25,28,45,23
2022-11-19,3718,1,24,32,34,44,25
2022-11-23,3719,4,13,32,33,42,19
2022-11-26,3720,1,8,9,44,47,16
2022-11-30,3721,6,18,22,26,34,9
2022-12-03,3722,4,11,12,15,45,24
2022-12-07,3723,16,26,32,38,43,4
2022-12-10,3724,13,18,19,22,38,11
2022-12-14,3725,11,14,17,35,41,3
2022-12-17,3726,3,4,11,27,39,22
2022-12-21,3727,1,3,17,23,42,14
2022-12-24,3728,2,30,34,42,43,6
2022-12-28,3729,11,23,28,30,43,8
2022-12-31,3730,6,9,20,22,42,3
2023-01-04,3731,4,16,18,41,45,24
2023-01-07,3732,4,6,11,31,46,22
2023-01-11,3733,7,16,21,44,46,7
2023-01-14,3734,4,10,13,24,40,2
2023-01-18,3735,3,7,21,34,40,22
2023-01-21,3736,7,16,22,31,42,21
2023-01-25,3737,2,17,20,37,41,9
2023-01-28,3738,8,29,31,33,36,4
2023-02-01,3739,9,20,21,30,36,22
2023-02-04,3740,6,15,16,24,35,14
2023-02-08,3741,16,21,34,39,40,9
2023-02-11,3742,2,12,19,20,34,22
2023-02-15,3743,10,11,15,38,47,7
2023-02-18,3744,2,3,36,38,45,24
2023-02-22,3745,7,29,35,43,47,23
2023-02-25,3746,4,15,22,24,32,7
2023-03-01,3747,1,9,17,27,44,7
2023-03-04,3748,4,9,20,27,34,17
2023-03-08,3749,14,15,28,29,43,11
2023-03-11,3750,13,16,35,36,38,25
2023-03-15,3751,6,9,20,28,30,6
2023-03-18,3752,8,10,16,19,36,12
2023-03-22,3753,15,20,27,37,41,16
2023-03-25,3754,4,12,13,42,47,1
2023-03-29,3755,7,9,12,21,39,26
2023-04-01,3756,2,9,11,13,46,9
2023-04-05,3757,20,26,35,39,46,2
2023-04-08,3758,2,4,16,37,39,18
2023-04-12,3759,11,20,32,33,43,15
2023-04-15,3760,17,30,31,36,46,1
2023-04-19,3761,3,9,11,17,18,12
2023-04-22,3762,12,22,41,42,43,18
2023-04-26,3763,4,7,11,23,46,8
2023-04-29,3764,6,16,27,46,47,9
2023-05-03,3765,17,20,21,24,44,26
2023-05-06,3766,7,17,21,29,42,22
2023-05-10,3767,12,13,33,40,43,26
2023-05-13,3768,5,11,16,18,39,12
2023-05-17,3769,1,11,23,35,37,13
2023-05-20,3770,2,3,31,42,45,19
2023-05-24,3771,3,7,8,22,40,7
2023-05-27,3772,4,17,20,21,36,19
2023-05-31,3773,1,17,21,23,30,25
2023-06-03,3774,7,19,30,37,43,16
2023-06-07,3775,6,14,16,23,27,4
2023-06-10,3776,7,9,17,21,28,16
2023-06-14,3777,2,14,24,44,47,7
2023-06-17,3778,1,14,21,28,43,3
2023-06-21,3779,15,26,30,35,41,17
2023-06-24,3780,7,12,13,17,41,9
2023-06-28,3781,5,9,12,34,46,27
2023-07-01,3782,2,9,10,16,20,3
2023-07-05,3783,11,12,15,32,40,22
2023-07-08,3784,1,25,44,45,46,20
2023-07-12,3785,5,9,11,35,43,12
2023-07-15,3786,17,23,25,36,38,14
2023-07-19,3787,5,10,20,22,32,1
2023-07-22,3788,5,7,20,34,39,10
2023-07-26,3789,10,12,14,40,47,18
2023-07-29,3790,4,24,31,32,46,15
2023-08-02,3791,2,16,26,36,39,24
2023-08-05,3792,17,19,23,31,33,14
2023-08-09,3793,9,22,31,32,33,10
2023-08-12,3794,3,13,16,42,44,3
2023-08-16,3795,10,14,22,25,40,4
2023-08-19,3796,15,21,28,42,43,18
2023-08-23,3797,18,20,30,37,44,19
2023-08-26,3798,6,10,14,36,44,12
2023-08-30,3799,14,15,19,27,40,18
2023-09-02,3800,4,17,28,34,38,22
2023-09-06,3801,2,3,16,25,41,12
2023-09-09,3802,24,25,26,30,43,3
2023-09-13,3803,2,11,13,38,46,11
2023-09-16,3804,7,18,34,36,47,23
2023-09-20,3805,2,11,12,38,46,1
2023-09-23,3806,12,27,29,44,45,3
2023-09-27,3807,1,21,34,38,43,23
2023-09-30,3808,7,10,11,18,39,8
2023-10-04,3809,10,18,20,24,29,17
2023-10-07,3810,7,8,14,37,41,15
2023-10-11,3811,17,30,36,38,39,2
2023-10-14,3812,2,10,13,32,38,3
2023-10-18,3813,12,16,29,31,44,20
2023-10-21,3814,13,23,33,34,37,27
2023-10-25,3815,4,14,22,27,28,20
2023-10-28,3816,5,14,28,31,40,3
2023-11-01,3817,8,10,23,26,45,19
2023-11-04,3818,5,6,18,26,44,15
2023-11-08,3819,10,12,15,29,44,22
2023-11-11,3820,7,20,24,34,35,14
2023-11-15,3821,31,37,38,39,43,2
2023-11-18,3822,1,4,16,29,41,3
2023-11-22,3823,19,27,30,33,37,11
2023-11-25,3824,3,8,26,43,44,7
2023-11-29,3825,1,3,10,36,41,12
2023-12-02,3826,4,18,44,45,47,2
2023-12-06,3827,2,4,13,35,39,16
2023-12-09,3828,14,19,21,32,47,23
2023-12-13,3829,4,9,28,36,41,20
2023-12-16,3830,3,6,12,17,29,10
2023-12-20,3831,6,7,10,40,44,6
2023-12-23,3832,12,13,17,36,40,20
2023-12-27,3833,1,3,11,16,27,24
2023-12-30,3834,6,14,24,28,40,21
2024-01-03,3835,3,10,16,21,29,1
2024-01-06,3836,5,13,31,38,47,7
2024-01-10,3837,12,22,31,37,39,7
2024-01-13,3838,1,2,23,41,44,17
2024-01-17,3839,2,7,31,33,46,20
2024-01-20,3840,8,11,16,30,40,4
2024-01-24,3841,6,19,36,41,44,11
2024-01-27,3842,1,6,36,39,47,24
2024-01-31,3843,33,35,36,38,40,27
2024-02-03,3844,2,12,18,20,44,4
2024-02-07,3845,25,34,39,42,45,22
2024-02-10,3846,8,19,29,39,40,2
2024-02-14,3847,10,14,28,33,47,9
2024-02-17,3848,1,3,7,46,47,4
2024-02-21,3849,1,10,17,34,45,14
2024-02-24,3850,1,2,37,40,42,5
2024-02-28,3851,13,20,35,38,39,10
2024-03-02,3852,1,7,12,40,41,18
2024-03-06,3853,18,21,36,37,45,15
2024-03-09,3854,4,7,13,22,46,18
2024-03-13,3855,5,8,15,43,46,25
2024-03-16,3856,9,12,29,32,38,26
2024-03-20,3857,1,12,28,39,46,3
2024-03-23,3858,10,12,13,28,30,20
2024-03-27,3859,6,8,14,26,42,22
2024-03-30,3860,6,16,18,24,26,16
2024-04-03,3861,3,5,17,33,44,17
2024-04-06,3862,2,25,26,30,32,21
2024-04-10,3863,4,16,20,30,33,19
2024-04-13,3864,7,13,22,33,38,3
2024-04-17,3865,8,28,31,33,46,17
2024-04-20,3866,3,4,5,13,29,20
2024-04-24,3867,13,14,27,38,45,23
2024-04-27,3868,6,7,16,17,37,1
2024-05-01,3869,9,22,35,42,43,20
2024-05-04,3870,5,12,24,32,43,5
2024-05-08,3871,2,3,26,32,33,23
2024-05-11,3872,2,10,23,30,34,5
2024-05-15,3873,19,30,39,41,42,2
2024-05-18,3874,25,27,32,35,37,22
2024-05-22,3875,2,6,13,23,32,10
2024-05-25,3876,6,8,18,19,33,3
2024-05-29,3877,4,19,21,25,37,26
2024-06-01,3878,3,10,12,17,21,16
2024-06-05,3879,7,18,21,27,34,4
2024-06-08,3880,1,7,27,30,40,6
2024-06-12,3881,18,25,30,40,44,23
2024-06-15,3882,6,8,12,24,31,13
2024-06-19,3883,22,23,32,38,41,25
2024-06-22,3884,7,36,37,38,43,8
2024-06-26,3885,5,16,23,35,46,26
2024-06-29,3886,8,10,12,21,25,16
2024-07-03,3887,16,22,25,32,39,26
2024-07-06,3888,8,11,17,27,31,21
2024-07-10,3889,5,9,13,17,30,25
2024-07-13,3890,1,18,25,27,31,5
2024-07-17,3891,5,14,23,24,29,4
2024-07-20,3892,11,13,14,15,46,5
2024-07-24,3893,8,11,25,28,47,11
2024-07-27,3894,17,22,24,26,27,22
2024-07-31,3895,2,12,13,43,47,15
2024-08-03,3896,3,4,28,40,44,19
2024-08-07,3897,3,19,20,29,34,10
2024-08-10,3898,9,21,32,34,42,15
2024-08-14,3899,3,6,17,42,45,20
2024-08-17,3900,8,12,15,21,32,27
2024-08-21,3901,17,22,27,42,43,8
2024-08-24,3902,15,20,23,24,46,9
2024-08-28,3903,15,27,28,31,47,20
2024-08-31,3904,32,37,40,42,43,5
2024-09-04,3905,10,30,32,39,42,15
2024-09-07,3906,1,29,30,35,37,18
2024-09-11,3907,1,7,9,25,37,6
2024-09-14,3908,8,13,28,30,47,2
2024-09-18,3909,14,19,29,30,47,24
2024-09-21,3910,1,8,26,27,35,10
2024-09-25,3911,5,9,16,25,46,11
2024-09-28,3912,3,7,8,16,32,15
2024-10-02,3913,2,6,10,13,16,17
2024-10-05,3914,2,8,17,33,47,3
2024-10-09,3915,2,28,39,41,42,4
2024-10-12,3916,8,15,17,18,19,8
2024-10-16,3917,18,25,31,38,39,14
2024-10-19,3918,12,29,31,37,46,24
2024-10-23,3919,7,13,19,38,46,17
2024-10-26,3920,2,8,10,36,46,3
2024-10-30,3921,3,13,23,36,41,13
2024-11-02,3922,6,11,13,24,39,19
2024-11-06,3923,19,30,32,41,44,2
2024-11-09,3924,14,15,33,38,39,11
2024-11-13,3925,4,18,36,40,44,20
2024-11-16,3926,2,11,15,25,43,16
2024-11-20,3927,2,24,26,30,41,10
2024-11-23,3928,3,7,16,39,40,1
2024-11-27,3929,3,5,15,16,42,24
2024-11-30,3930,10,13,23,29,37,17
2024-12-04,3931,5,21,26,33,42,7
2024-12-07,3932,6,7,17,19,44,4
2024-12-11,3933,11,19,24,38,41,26
2024-12-14,3934,9,10,17,33,45,8
2024-12-18,3935,4,5,17,19,47,6
2024-12-21,3936,3,6,27,33,37,2
2024-12-25,3937,5,20,23,24,36,9
2024-12-28,3938,6,14,22,28,35,24
2025-01-01,3939,11,12,16,25,35,20
2025-01-04,3940,7,18,37,42,43,15
2025-01-08,3941,13,33,35,36,38,12
2025-01-11,3942,4,26,31,40,41,11
2025-01-15,3943,8,14,16,21,28,10
2025-01-18,3944,4,7,8,28,33,7
2025-01-22,3945,1,3,12,16,30,26
2025-01-25,3946,13,20,25,32,35,21
2025-01-29,3947,6,21,24,33,37,7
2025-02-01,3948,3,12,16,22,43,2
2025-02-05,3949,15,20,30,36,46,3
2025-02-08,3950,2,6,27,41,47,25
2025-02-12,3951,13,20,22,27,35,17
2025-02-15,3952,1,9,26,29,47,20
2025-02-19,3953,1,4,12,15,28,15
2025-02-22,3954,2,22,33,42,44,5
2025-02-26,3955,7,8,13,28,33,20
2025-03-01,3956,1,18,26,32,44,9
2025-03-05,3957,3,13,17,23,35,24
2025-03-08,3958,8,9,33,45,46,22
2025-03-12,3959,15,21,29,37,45,3
2025-03-15,3960,11,13,18,21,44,27
2025-03-19,3961,15,22,24,35,38,22
2025-03-22,3962,9,24,27,33,40,19
2025-03-26,3963,1,13,26,30,33,26
2025-03-29,3964,1,3,8,14,19,9
2025-04-02,3965,3,11,14,27,37,22
2025-04-05,3966,3,4,14,21,46,10
2025-04-09,3967,7,21,26,37,44,13
2025-04-12,3968,6,8,10,32,34,5
2025-04-16,3969,12,19,23,33,41,4
2025-04-19,3970,8,24,41,45,46,27
2025-04-23,3971,19,27,29,40,45,9
2025-04-26,3972,8,31,33,35,42,6
2025-04-30,3973,1,2,7,11,37,16
2025-05-03,3974,3,19,30,39,46,22
2025-05-07,3975,8,23,38,40,41,1
2025-05-10,3976,7,10,11,21,32,5
2025-05-14,3977,6,19,39,42,46,8
2025-05-17,3978,11,17,18,40,44,24
2025-05-21,3979,20,22,28,29,45,18
2025-05-24,3980,3,4,5,7,35,17
2025-05-28,3981,8,12,18,34,45,9
2025-05-31,3982,3,14,29,33,47,17
2025-06-04,3983,4,12,16,18,34,24
2025-06-07,3984,16,24,38,40,45,7
2025-06-11,3985,4,12,27,28,42,17
2025-06-14,3986,7,8,30,35,39,4
2025-06-18,3987,20,29,33,40,41,6
2025-06-21,3988,14,19,31,45,47,11
2025-06-25,3989,12,13,23,39,42,24
2025-06-28,3990,3,16,27,30,33,13
2025-07-02,3991,6,9,11,20,30,14
2025-07-05,3992,7,13,20,35,44,8
2025-07-09,3993,14,18,29,37,44,21
2025-07-12,3994,4,7,10,36,46,26
2025-07-16,3995,4,6,8,31,46,22
2025-07-19,3996,4,18,19,33,43,20
2025-07-23,3997,9,10,34,42,45,14
2025-07-26,3998,2,10,29,32,37,26
2025-07-30,3999,12,14,32,35,47,7
2025-08-02,4000,3,11,12,18,46,12
2025-08-06,4001,1,15,28,30,35,19
2025-08-09,4002,3,10,14,17,43,4
2025-08-13,4003,12,15,21,26,36,11
2025-08-16,4004,10,12,19,33,36,6
2025-08-20,4005,5,20,26,30,47,26
2025-08-23,4006,1,5,15,18,33,21
2025-08-27,4007,8,18,28,29,35,13
2025-08-30,4008,3,9,20,23,38,1
2025-09-03,4009,2,5,27,30,43,27
2025-09-06,4010,1,14,18,20,32,6
2025-09-10,4011,17,19,36,37,39,1
2025-09-13,4012,5,11,12,20,39,21
2025-09-17,4013,5,16,24,31,46,27
2025-09-20,4014,7,19,20,21,23,12
2025-09-24,4015,23,26,30,39,42,13
2025-09-27,4016,6,9,10,30,40,27
2025-10-01,4017,4,12,19,32,46,24
2025-10-04,4018,1,3,27,29,39,8
2025-10-08,4019,16,26,27,35,43,2
2025-10-11,4020,3,13,27,32,39,4
2025-10-15,4021,2,18,21,31,39,4
2025-10-18,4022,2,4,25,26,43,26
2025-10-22,4023,3,17,20,25,37,2
2025-10-25,4024,4,8,15,18,20,14
2025-10-29,4025,1,9,16,21,37,19
2025-11-01,4026,10,13,21,30,42,15
2025-11-05,4027,7,8,32,41,45,9
2025-11-08,4028,12,26,30,38,42,4
2025-11-12,4029,12,18,22,37,40,5
2025-11-15,4030,8,9,15,24,43,24
2025-11-19,4031,3,16,28,38,43,4
2025-11-22,4032,1,2,4,15,44,23
2025-11-26,4033,11,15,18,33,35,3
2025-11-29,4034,20,21,22,32,43,12
2025-12-03,4035,4,11,19,23,24,27
2025-12-06,4036,6,10,30,42,43,19
2025-12-10,4037,10,19,30,33,42,14
2025-12-13,4038,7,16,17,33,35,21
2025-12-17,4039,1,3,4,17,40,9
2025-12-20,4040,1,13,22,31,37,18
2025-12-24,4041,9,14,21,42,43,24
2025-12-27,4042,6,9,33,37,40,22
2025-12-31,4043,5,10,13,22,33,25
2026-01-03,4044,5,35,37,42,46,24
2026-01-07,4045,6,16,17,27,42,13
2026-01-10,4046,1,4,14,17,32,17
2026-01-14,4047,10,13,18,20,40,15
2026-01-17,4048,4,13,22,29,39,26
2026-01-21,4049,4,18,20,23,39,3
2026-01-24,4050,6,14,15,33,37,14
2026-01-28,4051,3,6,14,26,38,2
2026-01-31,4052,6,24,29,32,41,13
2026-02-04,4053,2,15,17,22,38,18
2026-02-07,4054,4,19,22,33,43,12
2026-02-11,4055,3,5,7,8,46,17
2026-02-14,4056,5,13,14,26,42,20
2026-02-18,4057,8,9,22,33,44,24
2026-02-21,4058,1,19,24,38,46,3
2026-02-25,4059,6,40,41,44,45,12
2026-02-28,4060,8,11,22,37,46,24
2026-03-04,4061,7,8,32,43,47,3
2026-03-07,4062,2,22,34,35,44,3
2026-03-11,4063,15,17,25,29,45,11
2026-03-14,4064,10,15,16,21,33,6
2026-03-18,4065,1,26,35,40,46,26
2026-03-21,4066,5,23,32,38,41,2
2026-03-25,4067,14,21,33,38,45,6
2026-03-28,4068,4,31,33,41,43,25
2026-04-01,4069,11,20,23,38,44,25
2026-04-04,4070,3,6,14,34,43,14
2026-04-08,4071,6,10,21,30,38,9
2026-04-11,4072,1,21,22,23,39,13
2026-04-15,4073,1,5,7,33,45,10
2026-04-18,4074,4,22,27,43,45,17
2026-04-22,4075,1,3,23,31,45,16
2026-04-25,4076,1,6,8,23,38,22
2026-04-29,4077,5,14,25,30,39,5
2026-05-02,4078,14,20,23,38,44,20
2026-05-06,4079,1,3,10,25,46,11
2026-05-09,4080,12,18,24,25,43,4
2026-05-13,4081,7,14,30,31,46,8
2026-05-16,4082,14,30,39,40,46,1
2026-05-20,4083,1,9,17,34,38,20
2026-05-23,4084,10,15,18,27,33,16
2026-05-27,4085,3,8,36,45,46,6
2026-05-30,4086,1,2,22,26,27,21
2026-06-03,4087,3,15,17,36,41,13
2026-06-06,4088,5,8,10,22,45,4
2026-06-10,4089,3,16,22,29,42,5
2026-06-13,4090,12,14,38,41,43,13
2026-06-17,4091,4,6,22,23,40,6
2026-06-20,4092,4,7,20,33,43,21
2026-06-24,4093,14,19,23,32,39,17
2026-06-27,4094,16,21,22,25,34,27
2026-07-01,4095,2,17,24,31,35,5
2026-07-04,4096,11,18,21,23,38,10
2026-07-08,4097,18,22,28,33,38,15
2026-07-11,4098,1,4,21,36,44,20
2026-07-15,4099,2,5,34,36,37,3
